Time (s),Reconfigurable Path,Generic Path
722,15092.26433372622,685.4944126599314
723,12622.75286322196,544.1150741766506
724,13587.411960385654,577.6527170158719
725,12742.268782790201,426.7192182941469
726,10221.529700583606,291.63217898310336
727,10875.50178346981,297.2626083733852
728,13397.065272676602,197.27313983316844
729,8191.672478846952,195.10306571646586
730,9995.53233339812,320.96366227410726
731,11145.016179243188,320.0604463809174
732,13065.870921687252,306.6396500363822
733,11193.257512129014,251.17934171212943
734,13106.978072572616,127.56226680885055
735,10849.159406639636,121.87340398249864
736,11363.191637690872,177.4558710498115
737,16205.370431194979,280.9370794755277
738,22194.962590399882,559.7175810557075
739,22220.12280428849,565.228386943938
740,19037.16886092086,639.7965859144451
741,15134.473070354317,629.1862158711326
742,16771.241159298337,919.6008892217618
743,14774.048422006052,831.6084427669648
744,14404.7101605493,1010.6471893124107
745,13487.929206333552,1370.4589352610183
746,11437.28643187616,1535.123463357537
747,12021.878965726155,1020.8108011178548
748,9412.520418348246,539.8155824342035
749,11737.36014984165,723.1911321390344
750,11578.968238610752,655.3529413212174
751,16547.91872235851,685.5250272955738
752,16757.005875163715,801.7792597375935
753,15727.009051231487,632.2168565510501
754,15041.730716856071,738.8699095271827
755,17201.809775653204,493.45395697203475
756,17646.289595212045,530.3268104585308
757,22069.559343113622,395.2415036653783
758,21676.689541383756,455.0168738918629
759,19578.194920140806,983.6289568892771
